TransactionID,isFraud
3663786,0.005312926
3663787,0.0036709097
3663788,0.002451872
3663789,0.0034687498
3663790,0.0025779132
3663791,0.0014277677
3663792,0.003017486
3663793,0.47192413
3663794,0.023482725
3663795,0.0059216307
3663796,0.0014505306
3663797,0.0014444586
3663798,0.007285107
3663799,0.008193422
3663800,0.007870575
3663801,0.0035330362
3663802,0.001479661
3663803,0.013354307
3663804,0.0004606057
3663805,0.008473998
3663806,0.007160649
3663807,0.0046030744
3663808,0.0014186017
3663809,0.014180777
3663810,0.0024815046
3663811,0.49828655
3663812,0.39246356
3663813,0.39246356
3663814,0.000497456
3663815,0.030107077
3663816,0.0032851696
3663817,0.0011766164
3663818,0.0049285404
3663819,0.005917621
3663820,0.0069399555
3663821,0.58211786
3663822,0.01295086
3663823,0.010535427
3663824,0.0047986726
3663825,0.0029336403
3663826,0.0059027644
3663827,0.7042647
3663828,0.62745166
3663829,0.0015486468
3663830,0.009215925
3663831,0.0018187845
3663832,0.0031410812
3663833,0.036922645
3663834,0.0022567594
3663835,0.030041104
3663836,0.86654
3663837,0.0074715554
3663838,0.0055790967
3663839,0.013889325
3663840,0.010720801
3663841,0.0021852737
3663842,0.0015622653
3663843,0.008655496
3663844,0.0016400473
3663845,0.0012042554
3663846,0.0013089677
3663847,0.002081771
3663848,0.023357617
3663849,0.013997893
3663850,0.0069964966
3663851,0.013632591
3663852,0.0015734005
3663853,0.0007119353
3663854,0.0018754972
3663855,0.009734132
3663856,0.0052072876
3663857,0.002584958
3663858,0.046984036
3663859,0.00765575
3663860,0.005227113
3663861,0.003966859
3663862,0.0008721036
3663863,0.0020769008
3663864,0.0042168233
3663865,0.0028857696
3663866,0.0017814499
3663867,0.0021276677
3663868,0.0017540349
3663869,0.01555199
3663870,0.00934846
3663871,0.005591362
3663872,0.014211473
3663873,0.0030808263
3663874,0.002720045
3663875,0.0052337996
3663876,0.0062732575
3663877,0.0019265551
3663878,0.0011464146
3663879,0.0024137064
3663880,0.012826092
3663881,0.013406932
3663882,0.0077830143
3663883,0.0022715179
3663884,0.012037839
3663885,0.0056985593
3663886,0.057582293
3663887,0.002950268
3663888,0.0027756419
3663889,0.003417047
3663890,0.0017637198
3663891,0.004734086
3663892,0.003403531
3663893,0.0031555824
3663894,0.0030246598
3663895,0.0037437235
3663896,0.0040429016
3663897,0.0038467715
3663898,0.0426332
3663899,0.00073907233
3663900,0.03494603
3663901,0.0035662837
3663902,0.00070367963
3663903,0.0011426689
3663904,0.0039899237
3663905,0.031005492
3663906,0.0018918404
3663907,0.008984903
3663908,0.004985753
3663909,0.026547961
3663910,0.0043533365
3663911,0.31528005
3663912,0.00148946
3663913,0.0033019073
3663914,0.0072768973
3663915,0.00075188396
3663916,0.0026426443
3663917,0.0022242249
3663918,0.0023589458
3663919,0.014812285
3663920,0.0062794257
3663921,0.014832032
3663922,0.005701659
3663923,0.0010413319
3663924,0.0050537605
3663925,0.038749833
3663926,0.0008504636
3663927,0.003036654
3663928,0.0015088818
3663929,0.0037482346
3663930,0.0019686588
3663931,0.0054107453
3663932,0.001479161
3663933,0.0024441925
3663934,0.0053242776
3663935,0.0024866539
3663936,0.006122169
3663937,0.0009428697
3663938,0.068289235
3663939,0.007684865
3663940,0.0008908071
3663941,0.0028943387
3663942,0.05090496
3663943,0.0016313834
3663944,0.018592205
3663945,0.029152807
3663946,0.003086216
3663947,0.0004844026
3663948,0.0018004399
3663949,0.063567005
3663950,0.00397091
3663951,0.0013075417
3663952,0.0053307414
3663953,0.00030286165
3663954,0.015834939
3663955,0.013831077
3663956,0.001936819
3663957,0.00375647
3663958,0.001272078
3663959,0.012665027
3663960,0.0022894756
3663961,0.004366153
3663962,0.00046802507
3663963,0.0031743073
3663964,0.00962668
3663965,0.0039261268
3663966,0.0012556022
3663967,0.021505915
3663968,0.005013832
3663969,0.021664558
3663970,0.0026814216
3663971,0.002826837
3663972,0.003271634
3663973,0.0013403862
3663974,0.0015811326
3663975,0.008438841
3663976,0.0019521946
3663977,0.0024079713
3663978,0.0103182485
3663979,0.0019050011
3663980,0.00052172405
3663981,0.0065901647
3663982,0.002734828
3663983,0.0050642635
3663984,0.0046912422
3663985,0.0057123275
3663986,0.021513557
3663987,0.0011210146
3663988,0.0012478688
3663989,0.0032636144
3663990,0.0074388576
3663991,0.003137786
3663992,0.0050254753
3663993,0.019103335
3663994,0.00100881
3663995,0.001357347
3663996,0.055088975
3663997,0.038022865
3663998,0.006122169
3663999,0.0977695
3664000,0.044595167
3664001,0.002413479
3664002,0.010676704
3664003,0.031157184
3664004,0.0012623426
3664005,0.05022659
3664006,0.0048457175
3664007,0.005046779
3664008,0.0072486475
3664009,0.0026923928
3664010,0.018595811
3664011,0.0069196727
3664012,0.00928367
3664013,0.0020479904
3664014,0.0022656529
3664015,0.024039302
3664016,0.0051453463
3664017,0.0007789477
3664018,0.0009877665
3664019,0.0022787221
3664020,0.0038080327
3664021,0.0006274042
3664022,0.0046172077
3664023,0.00406366
3664024,0.0017216933
3664025,0.0026317565
3664026,0.001674432
3664027,0.0009116378
3664028,0.0005018029
3664029,0.0026358187
3664030,0.0016144394
3664031,0.0025713986
3664032,0.0017244039
3664033,0.002190338
3664034,0.0039107427
3664035,0.0005169972
3664036,0.0015678573
3664037,0.004087334
3664038,0.0035330362
3664039,0.0006925186
3664040,0.0010527696
3664041,0.0015580701
3664042,0.0016556501
3664043,0.0126087265
3664044,0.0051950626
3664045,0.017749064
3664046,0.019722769
3664047,0.0015018327
3664048,0.0047513177
3664049,0.0069949063
3664050,0.0033495335
3664051,0.026711466
3664052,0.2796204
3664053,0.14806212
3664054,0.008584852
3664055,0.025674015
3664056,0.0120558925
3664057,0.0039343513
3664058,0.0029897445
3664059,0.044345368
3664060,0.0017487586
3664061,0.009679555
3664062,0.0017909067
3664063,0.0020351105
3664064,0.0009216817
3664065,0.0013871943
3664066,0.009093016
3664067,0.0032182352
3664068,0.005975281
3664069,0.004985117
3664070,0.0009925753
3664071,0.0020163618
3664072,0.003886549
3664073,0.0014870599
3664074,0.0014530662
3664075,0.06699224
3664076,0.03483722
3664077,0.0031066227
3664078,0.004952284
3664079,0.015264763
3664080,0.019936757
3664081,0.009800025
3664082,0.0017092784
3664083,0.0017497061
3664084,0.00397441
3664085,0.00046753074
3664086,0.009515172
3664087,0.0060802507
3664088,0.030593509
3664089,0.0007089704
3664090,0.0009616893
3664091,0.0152451
3664092,0.0021702244
3664093,0.0032870625
3664094,0.021169838
3664095,0.014272056
3664096,0.0025137987
3664097,0.001110816
3664098,0.0042612627
3664099,0.018687345
3664100,0.0051955804
3664101,0.0019461995
3664102,0.013027017
3664103,0.46123144
3664104,0.0012837314
3664105,0.017209727
3664106,0.023087377
3664107,0.0024346206
3664108,0.00078217103
3664109,0.0018688365
3664110,0.0031764312
3664111,0.0023525434
3664112,0.011086314
3664113,0.008804153
3664114,0.0013447227
3664115,0.011018023
3664116,0.0052745324
3664117,0.0032316856
3664118,0.0006774586
3664119,0.009149992
3664120,0.0021738342
3664121,0.0017988596
3664122,0.0013874843
3664123,0.0026958687
3664124,0.0027211173
3664125,0.0011852883
3664126,0.0036326733
3664127,0.0132719325
3664128,0.002492251
3664129,0.007325046
3664130,0.002657847
3664131,0.013083696
3664132,0.0022534013
3664133,0.003521696
3664134,0.009110468
3664135,0.0039023424
3664136,0.022457125
3664137,0.006380586
3664138,0.0029138376
3664139,0.003278765
3664140,0.010557909
3664141,0.0011761547
3664142,0.0014677814
3664143,0.008331818
3664144,0.0007518936
3664145,0.0013422653
3664146,0.013795124
3664147,0.0011855819
3664148,0.0029624992
3664149,0.0056703035
3664150,0.0037864952
3664151,0.0012595742
3664152,0.0006365691
3664153,0.027467148
3664154,0.0036126284
3664155,0.0037835645
3664156,0.013427913
3664157,0.031006748
3664158,0.009167153
3664159,0.0022434753
3664160,0.0060968515
3664161,0.009574974
3664162,0.0013397398
3664163,0.017967984
3664164,0.0033937483
3664165,0.0049073845
3664166,0.0019146156
3664167,0.009167153
3664168,0.011915465
3664169,0.009167153
3664170,0.015520716
3664171,0.012056784
3664172,0.007469858
3664173,0.0051935054
3664174,0.009018848
3664175,0.0049620215
3664176,0.0053179706
3664177,0.04380838
3664178,0.0023278832
3664179,0.0027506968
3664180,0.0022515892
3664181,0.003962822
3664182,0.010597848
3664183,0.001579397
3664184,0.0005232829
3664185,0.0014327706
3664186,0.011564297
3664187,0.0011297598
3664188,0.002591158
3664189,0.010299591
3664190,0.005922453
3664191,0.0026189873
3664192,0.002120409
3664193,0.0010324474
3664194,0.001391095
3664195,0.0006807395
3664196,0.014844934
3664197,0.0022615874
3664198,0.003887919
3664199,0.05901098
3664200,0.0021320782
3664201,0.0020662781
3664202,0.008064318
3664203,0.0040158774
3664204,0.002375991
3664205,0.0003091163
3664206,0.0044436012
3664207,0.013888527
3664208,0.0034394257
3664209,0.0025576463
3664210,0.033596486
3664211,0.016832694
3664212,0.0019027864
3664213,0.01612181
3664214,0.0058394154
3664215,0.0043363436
3664216,0.02712513
3664217,0.00047406805
3664218,0.055357635
3664219,0.0006092957
3664220,0.008074837
3664221,0.031042663
3664222,0.005472463
3664223,0.0035559626
3664224,0.004177558
3664225,0.0027384104
3664226,0.042432252
3664227,0.0025336528
3664228,0.046044506
3664229,0.002729235
3664230,0.01428705
3664231,0.011927176
3664232,0.029886361
3664233,0.004013578
3664234,0.06367188
3664235,0.005295991
3664236,0.01108069
3664237,0.0029808201
3664238,0.0010295439
3664239,0.00087768066
3664240,0.0050339065
3664241,0.003588605
3664242,0.00075876544
3664243,0.002423601
3664244,0.015494386
3664245,0.0021966803
3664246,0.017685067
3664247,0.0038089752
3664248,0.0008466778
3664249,0.015634274
3664250,0.002098056
3664251,0.053419895
3664252,0.0041924063
3664253,0.000425995
3664254,0.00509221
3664255,0.019916493
3664256,0.0038108104
3664257,0.003813858
3664258,0.0014448466
3664259,0.14565074
3664260,0.0048841937
3664261,0.005973981
3664262,0.0016971494
3664263,0.0012383697
3664264,0.002109247
3664265,0.002861353
3664266,0.0037691845
3664267,0.001210137
3664268,0.002637967
3664269,0.0021030307
3664270,0.015410177
3664271,0.017739382
3664272,0.0037750944
3664273,0.016798213
3664274,0.0036136967
3664275,0.013638671
3664276,0.0024588245
3664277,0.0026411214
3664278,0.008709128
3664279,0.0020638264
3664280,0.0015728755
3664281,0.003072262
3664282,0.0021789311
3664283,0.004899267
3664284,0.009718329
3664285,0.003857723
3664286,0.0016490913
3664287,0.035815835
3664288,0.0034708655
3664289,0.00040226083
3664290,0.030074157
3664291,0.008755666
3664292,0.003543468
3664293,0.057675853
3664294,0.0029913124
3664295,0.005564429
3664296,0.019405672
3664297,0.011300417
3664298,0.005295918
3664299,0.05028089
3664300,0.0019718937
3664301,0.03043687
3664302,0.0019380888
3664303,0.007898805
3664304,0.009333078
3664305,0.0018965156
3664306,0.012204977
3664307,0.020151269
3664308,0.019989261
3664309,0.018874975
3664310,0.035320383
3664311,0.0025365478
3664312,0.027351398
3664313,0.024391009
3664314,0.010022305
3664315,0.007604754
3664316,0.053944632
3664317,0.0010133383
3664318,0.0018829108
3664319,0.07054151
3664320,0.0018601286
3664321,0.08335954
3664322,0.015668634
3664323,0.02124175
3664324,0.0023070562
3664325,0.014626173
3664326,0.00050516205
3664327,0.007418507
3664328,0.08335954
3664329,0.003831435
3664330,0.012685842
3664331,0.002739838
3664332,0.011907901
3664333,0.0058583003
3664334,0.0028297915
3664335,0.020839334
3664336,0.0011743059
3664337,0.0022632515
3664338,0.120644294
3664339,0.0026664485
3664340,0.0072070747
3664341,0.0009906396
3664342,0.0021030307
3664343,0.003236494
3664344,0.0007180171
3664345,0.0019567944
3664346,0.008183036
3664347,0.0010619335
3664348,0.0014004556
3664349,0.0010944204
3664350,0.0017744834
3664351,0.0065285987
3664352,0.007850739
3664353,0.008747216
3664354,0.009227461
3664355,0.0010270957
3664356,0.0036636875
3664357,0.0042306692
3664358,0.007245937
3664359,0.0014765918
3664360,0.0976362
3664361,0.010055895
3664362,0.0025514998
3664363,0.006159463
3664364,0.0018534184
3664365,0.0142603
3664366,0.0019823113
3664367,0.0012165022
3664368,0.0025059723
3664369,0.0029857913
3664370,0.0025610218
3664371,0.0012032831
3664372,0.005968402
3664373,0.0032636311
3664374,0.015327484
3664375,0.008691108
3664376,0.003771708
3664377,0.027011847
3664378,0.0028759718
3664379,0.0023443333
3664380,0.0010983204
3664381,0.0037435528
3664382,0.010003521
3664383,0.0014184423
3664384,0.004371407
3664385,0.0018318049
3664386,0.012975784
3664387,0.0036221708
3664388,0.0050582387
3664389,0.0030118823
3664390,0.010258644
3664391,0.012322583
3664392,0.002776266
3664393,0.0026486763
3664394,0.018930944
3664395,0.0024436866
3664396,0.0007463728
3664397,0.0016328729
3664398,0.007651777
3664399,0.03240713
3664400,0.0043789656
3664401,0.0014041261
3664402,0.0011023554
3664403,0.005964805
3664404,0.00059887307
3664405,0.00464707
3664406,0.004068238
3664407,0.0014659502
3664408,0.0055282973
3664409,0.011340609
3664410,0.0022351344
3664411,0.009345112
3664412,0.015651405
3664413,0.0025978868
3664414,0.02632511
3664415,0.010238082
3664416,0.0047577554
3664417,0.003142872
3664418,0.0013451242
3664419,0.0034624445
3664420,0.0024305717
3664421,0.0029138376
3664422,0.005950815
3664423,0.002480997
3664424,0.016727518
3664425,0.0032273156
3664426,0.005475376
3664427,0.0031837213
3664428,0.009888451
3664429,0.061899543
3664430,0.0040617036
3664431,0.0020991776
3664432,0.0034006676
3664433,0.011734195
3664434,0.012629777
3664435,0.0043674363
3664436,0.0015526726
3664437,0.0038368185
3664438,0.010674831
3664439,0.006913087
3664440,0.0018376294
3664441,0.0009223652
3664442,0.0037750583
3664443,0.0037367886
3664444,0.0049380814
3664445,0.003547432
3664446,0.005782908
3664447,0.0038253486
3664448,0.032001857
3664449,0.0049771145
3664450,0.0157196
3664451,0.003875183
3664452,0.0049771145
3664453,0.0015314857
3664454,0.02325241
3664455,0.012319102
3664456,0.004296484
3664457,0.005861216
3664458,0.0075754058
3664459,0.009440409
3664460,0.003734872
3664461,0.0027932369
3664462,0.009969008
3664463,0.0014909272
3664464,0.009969008
3664465,0.0030121915
3664466,0.0032811938
3664467,0.002740714
3664468,0.0021969948
3664469,0.0025311955
3664470,0.004886841
3664471,0.010021185
3664472,0.0071551227
3664473,0.002443833
3664474,0.012445956
3664475,0.0027098828
3664476,0.011998873
3664477,0.0029392764
3664478,0.0050987224
3664479,0.02354743
3664480,0.0049962383
3664481,0.038106583
3664482,0.024633884
3664483,0.0033001564
3664484,0.004055686
3664485,0.029193334
3664486,0.008480446
3664487,0.0015287808
3664488,0.0016799042
3664489,0.0036756808
3664490,0.012698402
3664491,0.0069170515
3664492,0.039913673
3664493,0.0023581705
3664494,0.0058723604
3664495,0.0030399098
3664496,0.008462671
3664497,0.0054346803
3664498,0.012725271
3664499,0.0039123865
3664500,0.007836868
3664501,0.009147269
3664502,0.004375279
3664503,0.0057873204
3664504,0.0044216914
3664505,0.010774332
3664506,0.0039984453
3664507,0.001178274
3664508,0.0022543578
3664509,0.0020000697
3664510,0.044757117
3664511,0.0038522992
3664512,0.0110762855
3664513,0.0110762855
3664514,0.0110762855
3664515,0.0032971967
3664516,0.006024567
3664517,0.0110762855
3664518,0.0110762855
3664519,0.009371752
3664520,0.047253266
3664521,0.035958823
3664522,0.0047062347
3664523,0.0036613944
3664524,0.00059605634
3664525,0.0034553602
3664526,0.0071327933
3664527,0.040631004
3664528,0.010384178
3664529,0.0037113093
3664530,0.001920002
3664531,0.0049623013
3664532,0.028051183
3664533,0.078605786
3664534,0.040343262
3664535,0.036934722
3664536,0.0057493085
3664537,0.0005489733
3664538,0.08964555
3664539,0.002359884
3664540,0.00085258903
3664541,0.0015616266
3664542,0.010871893
3664543,0.00046709666
3664544,0.07846875
3664545,0.0020082663
3664546,0.0032069937
3664547,0.0014408393
3664548,0.0024463988
3664549,0.025478205
3664550,0.007842795
3664551,0.009152271
3664552,0.008938133
3664553,0.0016335533
3664554,0.0150700305
3664555,0.048873615
3664556,0.018515622
3664557,0.07612674
3664558,0.0038603002
3664559,0.0023917754
3664560,0.009776847
3664561,0.007750592
3664562,0.008093171
3664563,0.0031973822
3664564,0.01918131
3664565,0.0024815106
3664566,0.00435607
3664567,0.00325315
3664568,0.0022567594
3664569,0.025713695
3664570,0.0031475003
3664571,0.05028325
3664572,0.002635839
3664573,0.0055168006
3664574,0.0013247984
3664575,0.002181428
3664576,0.040146824
3664577,0.0019151105
3664578,0.027284333
3664579,0.0007342834
3664580,0.0023510822
3664581,0.006444401
3664582,0.0068484624
3664583,0.0035330362
3664584,0.0012734655
3664585,0.13345182
3664586,0.037916917
3664587,0.005545074
3664588,0.027666435
3664589,0.012617271
3664590,0.008465052
3664591,0.019724326
3664592,0.0029133277
3664593,0.06894906
3664594,0.05654128
3664595,0.0025113046
3664596,0.0064352024
3664597,0.0082233595
3664598,0.0013874375
3664599,0.0041439463
3664600,0.0051345835
3664601,0.006549142
3664602,0.0022622363
3664603,0.0058882628
3664604,0.0028891044
3664605,0.0018295385
3664606,0.025441693
3664607,0.010387172
3664608,0.0010104313
3664609,0.13286828
3664610,0.0046631703
3664611,0.004376054
3664612,0.0021465356
3664613,0.011979568
3664614,0.0019138041
3664615,0.0020222254
3664616,0.0020543046
3664617,0.024926024
3664618,0.03717701
3664619,0.0073254234
3664620,0.005236611
3664621,0.020436991
3664622,0.0033624982
3664623,0.010902199
3664624,0.009487272
3664625,0.0025652559
3664626,0.0075673223
3664627,0.0093341535
3664628,0.0064478093
3664629,0.11732707
3664630,0.0043840054
3664631,0.008659777
3664632,0.0016356575
3664633,0.0028211356
3664634,0.014851192
3664635,0.0014193937
3664636,0.0024319456
3664637,0.005223745
3664638,0.002913598
3664639,0.0039159954
3664640,0.002530106
3664641,0.0065815486
3664642,0.0025314519
3664643,0.0043207826
3664644,0.00397441
3664645,0.010948522
3664646,0.004815695
3664647,0.002095794
3664648,0.0034451953
3664649,0.41169816
3664650,0.007937389
3664651,0.01360371
3664652,0.0011519075
3664653,0.014346413
3664654,0.006682923
3664655,0.01473647
3664656,0.005621308
3664657,0.0013578093
3664658,0.0027328194
3664659,0.0009741627
3664660,0.72181463
3664661,0.18318841
3664662,0.0062805777
3664663,0.07390557
3664664,0.012883083
3664665,0.0024853295
3664666,0.0010973942
3664667,0.0014758249
3664668,0.02635471
3664669,0.0030082648
3664670,0.0071878643
3664671,0.003856336
3664672,0.002313818
3664673,0.0022537068
3664674,0.0026134131
3664675,0.0027605481
3664676,0.0032039208
3664677,0.001674169
3664678,0.0013886688
3664679,0.010057167
3664680,0.0048984718
3664681,0.000739808
3664682,0.001985868
3664683,0.0020387988
3664684,0.018454991
3664685,0.0061003193
3664686,0.0012694896
3664687,0.005934663
3664688,0.015409714
3664689,0.007079022
3664690,0.04586706
3664691,0.0017581157
3664692,0.0030689556
3664693,0.014702045
3664694,0.011858606
3664695,0.0027888918
3664696,0.010972258
3664697,0.0034605972
3664698,0.0029801526
3664699,0.0022610454
3664700,0.0016757023
3664701,0.0037307187
3664702,0.0017607077
3664703,0.0011816798
3664704,0.012346406
3664705,0.003588704
3664706,0.008146156
3664707,0.005508036
3664708,0.03383598
3664709,0.0050966884
3664710,0.0013152525
3664711,0.012310679
3664712,0.013471766
3664713,0.019162586
3664714,0.0019753943
3664715,0.0025928298
3664716,0.003334719
3664717,0.013482456
3664718,0.0017333918
3664719,0.0029353618
3664720,0.0005774964
3664721,0.01641854
3664722,0.0010880864
3664723,0.03156818
3664724,0.0010784972
3664725,0.009079682
3664726,0.012550032
3664727,0.005230881
3664728,0.0023184777
3664729,0.0040205703
3664730,0.16410019
3664731,0.0075843907
3664732,0.0039656498
3664733,0.003977499
3664734,0.0005691154
3664735,0.00071385555
3664736,0.0010653082
3664737,0.0075857653
3664738,0.0031076167
3664739,0.005249488
3664740,0.0074225985
3664741,0.0013899376
3664742,0.0015949066
3664743,0.010348487
3664744,0.0012837314
3664745,0.009789629
3664746,0.010382634
3664747,0.0072230776
3664748,0.002040637
3664749,0.0028188024
3664750,0.008463823
3664751,0.0016372919
3664752,0.0055775046
3664753,0.043271758
3664754,0.001563791
3664755,0.0019813813
3664756,0.0044115456
3664757,0.108961366
3664758,0.006356345
3664759,0.0035590187
3664760,0.039383035
3664761,0.0020244718
3664762,0.006075446
3664763,0.001047953
3664764,0.05169811
3664765,0.033269603
3664766,0.003145121
3664767,0.013485932
3664768,0.006183172
3664769,0.004719789
3664770,0.0027060052
3664771,0.00074835634
3664772,0.0018105368
3664773,0.010854298
3664774,0.0070969756
3664775,0.031687796
3664776,0.0013617501
3664777,0.0014387113
3664778,0.0007000283
3664779,0.0012984124
3664780,0.0031306485
3664781,0.004183471
3664782,0.0018337668
3664783,0.00047971113
3664784,0.0049442286
3664785,0.0038590115
3664786,0.041901294
3664787,0.010080837
3664788,0.20040958
3664789,0.004155849
3664790,0.0018803235
3664791,0.0011599577
3664792,0.005580433
3664793,0.00064039876
3664794,0.0031696695
3664795,0.007610049
3664796,0.0012681512
3664797,0.0148173785
3664798,0.0023624203
3664799,0.0063701803
3664800,0.0029184045
3664801,0.001188747
3664802,0.024422936
3664803,0.0027912916
3664804,0.003617943
3664805,0.005227113
3664806,0.0016891749
3664807,0.0020423196
3664808,0.0048424928
3664809,0.004690699
3664810,0.0022326228
3664811,0.004520378
3664812,0.005291494
3664813,0.0051823473
3664814,0.0048457175
3664815,0.018738609
3664816,0.0035138216
3664817,0.008813162
3664818,0.0013971572
3664819,0.005534511
3664820,0.0046437453
3664821,0.092679396
3664822,0.0086592855
3664823,0.0046658358
3664824,0.015499071
3664825,0.0056924103
3664826,0.0050333235
3664827,0.015851863
3664828,0.0042044595
3664829,0.7310568
3664830,0.0013052933
3664831,0.04893244
3664832,0.0011992685
3664833,0.0010001975
3664834,0.6430049
3664835,0.0040788217
3664836,0.008693832
3664837,0.007849418
3664838,0.012742663
3664839,0.0052971393
3664840,0.0032807041
3664841,0.0055869413
3664842,0.0039078845
3664843,0.004967225
3664844,0.0017814499
3664845,0.01955211
3664846,0.017867455
3664847,0.0013247593
3664848,0.14283405
3664849,0.0012380659
3664850,0.0039729737
3664851,0.018642467
3664852,0.0061364635
3664853,0.0020264573
3664854,0.011091035
3664855,0.030548321
3664856,0.0029038163
3664857,0.0029164697
3664858,0.0006270482
3664859,0.007888543
3664860,0.0035122356
3664861,0.00085018243
3664862,0.0037046014
3664863,0.0016502024
3664864,0.009346504
3664865,0.0064001726
3664866,0.02406681
3664867,0.0015375913
3664868,0.004325423
3664869,0.00083673146
3664870,0.0015439506
3664871,0.0011302076
3664872,0.00029337758
3664873,0.001415723
3664874,0.007220192
3664875,0.005956298
3664876,0.0037392161
